n,m,k,e,t
2000,6000,4,241,4
2000,6000,4,242,50
2000,6000,4,242,5
2000,6000,4,240,6
2000,6000,4,242,7
2000,6000,4,244,8
2000,6000,4,243,9
2000,6000,5,230,10
2000,6000,5,230,11
2000,6000,5,230,12
2000,6000,5,228,13
2000,6000,5,229,14
2000,6000,5,230,15
2000,6000,5,229,16
2000,6000,5,227,17
2000,6000,5,230,18
2000,6000,5,231,19
2000,6000,5,231,1
2000,6000,5,229,20
2000,6000,5,230,21
2000,6000,5,231,22
2000,6000,5,229,23
2000,6000,5,231,24
2000,6000,5,230,25
2000,6000,5,231,26
2000,6000,5,231,27
2000,6000,5,232,28
2000,6000,5,231,29
2000,6000,5,230,2
2000,6000,5,227,30
2000,6000,5,231,31
2000,6000,5,229,32
2000,6000,5,229,33
2000,6000,5,229,34
2000,6000,5,230,35
2000,6000,5,230,36
2000,6000,5,230,37
2000,6000,5,230,38
2000,6000,5,231,39
2000,6000,5,229,3
2000,6000,5,232,40
2000,6000,5,232,41
2000,6000,5,232,42
2000,6000,5,229,43
2000,6000,5,229,44
2000,6000,5,227,45
2000,6000,5,231,46
2000,6000,5,230,47
2000,6000,5,229,48
2000,6000,5,228,49
2000,6000,5,229,4
2000,6000,5,230,50
2000,6000,5,231,5
2000,6000,5,230,6
2000,6000,5,228,7
2000,6000,5,231,8
2000,6000,5,231,9
2000,6000,6,212,10
2000,6000,6,214,11
2000,6000,6,212,12
2000,6000,6,213,13
2000,6000,6,215,14
2000,6000,6,213,15
2000,6000,6,214,16
2000,6000,6,212,17
2000,6000,6,213,18
2000,6000,6,213,19
2000,6000,6,213,1
2000,6000,6,213,20
2000,6000,6,212,21
2000,6000,6,213,22
2000,6000,6,212,23
2000,6000,6,212,24
2000,6000,6,214,25
2000,6000,6,212,26
2000,6000,6,214,27
2000,6000,6,212,28
2000,6000,6,213,29
2000,6000,6,213,2
2000,6000,6,214,30
2000,6000,6,213,31
2000,6000,6,215,32
2000,6000,6,215,33
2000,6000,6,213,34
2000,6000,6,212,35
2000,6000,6,214,36
2000,6000,6,213,37
2000,6000,6,212,38
2000,6000,6,213,39
2000,6000,6,214,3
2000,6000,6,213,40
2000,6000,6,213,41
2000,6000,6,213,42
2000,6000,6,214,43
2000,6000,6,215,44
2000,6000,6,213,45
2000,6000,6,213,46
2000,6000,6,213,47
2000,6000,6,213,48
2000,6000,6,211,49
2000,6000,6,213,4
2000,6000,6,214,50
2000,6000,6,212,5
2000,6000,6,212,6
2000,6000,6,212,7
2000,6000,6,213,8
2000,6000,6,214,9
200,1200,3,15,10
200,1200,3,15,11
200,1200,3,15,12
200,1200,3,14,13
200,1200,3,14,14
200,1200,3,14,15
200,1200,3,14,16
200,1200,3,14,17
200,1200,3,14,18
200,1200,3,14,19
200,1200,3,15,1
200,1200,3,14,20
200,1200,3,14,21
200,1200,3,14,22
200,1200,3,13,23
200,1200,3,15,24
200,1200,3,14,25
200,1200,3,14,26
200,1200,3,14,27
200,1200,3,15,28
200,1200,3,14,29
200,1200,3,15,2
200,1200,3,13,30
200,1200,3,15,31
200,1200,3,15,32
200,1200,3,14,33
200,1200,3,15,34
200,1200,3,14,35
200,1200,3,15,36
200,1200,3,15,37
200,1200,3,14,38
200,1200,3,15,39
200,1200,3,15,3
200,1200,3,15,40
200,1200,3,14,41
200,1200,3,14,42
200,1200,3,14,43
200,1200,3,14,44
200,1200,3,15,45
200,1200,3,14,46
200,1200,3,15,47
200,1200,3,14,48
200,1200,3,14,49
200,1200,3,15,4
200,1200,3,14,50
200,1200,3,14,5
200,1200,3,15,6
200,1200,3,14,7
200,1200,3,14,8
200,1200,3,15,9
200,1200,4,16,10
200,1200,4,17,11
200,1200,4,16,12
200,1200,4,17,13
200,1200,4,16,14
200,1200,4,16,15
200,1200,4,17,16
200,1200,4,16,17
200,1200,4,16,18
200,1200,4,16,19
200,1200,4,17,1
200,1200,4,16,20
200,1200,4,17,21
200,1200,4,16,22
200,1200,4,16,23
200,1200,4,16,24
200,1200,4,16,25
200,1200,4,17,26
200,1200,4,16,27
200,1200,4,15,28
200,1200,4,16,29
200,1200,4,17,2
200,1200,4,16,30
200,1200,4,17,31
200,1200,4,16,32
200,1200,4,17,33
200,1200,4,16,34
200,1200,4,16,35
200,1200,4,17,36
200,1200,4,16,37
200,1200,4,17,38
200,1200,4,16,39
200,1200,4,17,3
200,1200,4,17,40
200,1200,4,16,41
200,1200,4,17,42
200,1200,4,16,43
200,1200,4,17,44
200,1200,4,16,45
200,1200,4,16,46
200,1200,4,17,47
200,1200,4,17,48
200,1200,4,16,49
200,1200,4,17,4
200,1200,4,15,50
200,1200,4,16,5
200,1200,4,17,6
200,1200,4,16,7
200,1200,4,17,8
200,1200,4,17,9
200,1200,5,15,10
200,1200,5,16,11
200,1200,5,15,12
200,1200,5,16,13
200,1200,5,15,14
200,1200,5,16,15
200,1200,5,16,16
200,1200,5,15,17
200,1200,5,16,18
200,1200,5,15,19
200,1200,5,16,1
200,1200,5,16,20
200,1200,5,16,21
200,1200,5,17,22
200,1200,5,15,23
200,1200,5,15,24
200,1200,5,16,25
200,1200,5,15,26
200,1200,5,16,27
200,1200,5,16,28
200,1200,5,16,29
200,1200,5,16,2
200,1200,5,15,30
200,1200,5,16,31
200,1200,5,16,32
200,1200,5,15,33
200,1200,5,16,34
200,1200,5,15,35
200,1200,5,16,36
200,1200,5,16,37
200,1200,5,16,38
200,1200,5,15,39
200,1200,5,16,3
200,1200,5,14,40
200,1200,5,16,41
200,1200,5,16,42
200,1200,5,16,43
200,1200,5,15,44
200,1200,5,16,45
200,1200,5,16,46
200,1200,5,16,47
200,1200,5,15,48
200,1200,5,16,49
200,1200,5,16,4
200,1200,5,16,50
200,1200,5,14,5
200,1200,5,15,6
200,1200,5,16,7
200,1200,5,16,8
200,1200,5,15,9
200,1200,6,14,10
200,1200,6,15,11
200,1200,6,14,12
200,1200,6,14,13
200,1200,6,15,14
200,1200,6,15,15
200,1200,6,14,16
200,1200,6,14,17
200,1200,6,15,18
200,1200,6,14,19
200,1200,6,15,1
200,1200,6,15,20
200,1200,6,15,21
200,1200,6,14,22
200,1200,6,15,23
200,1200,6,15,24
200,1200,6,15,25
200,1200,6,15,26
200,1200,6,14,27
200,1200,6,14,28
200,1200,6,13,29
200,1200,6,14,2
200,1200,6,14,30
200,1200,6,15,31
200,1200,6,15,32
200,1200,6,15,33
200,1200,6,14,34
200,1200,6,14,35
200,1200,6,14,36
200,1200,6,14,37
200,1200,6,15,38
200,1200,6,15,39
200,1200,6,15,3
200,1200,6,15,40
200,1200,6,14,41
200,1200,6,15,42
200,1200,6,14,43
200,1200,6,14,44
200,1200,6,15,45
200,1200,6,13,46
200,1200,6,14,47
200,1200,6,14,48
200,1200,6,15,49
200,1200,6,13,4
200,1200,6,13,50
200,1200,6,14,5
200,1200,6,15,6
200,1200,6,13,7
200,1200,6,15,8
200,1200,6,15,9
200,2000,3,11,10
200,2000,3,11,11
200,2000,3,11,12
200,2000,3,11,13
200,2000,3,11,14
200,2000,3,12,15
200,2000,3,11,16
200,2000,3,11,17
200,2000,3,12,18
200,2000,3,10,19
200,2000,3,12,1
200,2000,3,11,20
200,2000,3,11,21
200,2000,3,12,22
200,2000,3,11,23
200,2000,3,12,24
200,2000,3,12,25
200,2000,3,11,26
200,2000,3,11,27
200,2000,3,11,28
200,2000,3,12,29
200,2000,3,12,2
200,2000,3,11,30
200,2000,3,12,31
200,2000,3,12,32
200,2000,3,12,33
200,2000,3,11,34
200,2000,3,11,35
200,2000,3,12,36
200,2000,3,11,37
200,2000,3,11,38
200,2000,3,11,39
200,2000,3,12,3
200,2000,3,11,40
200,2000,3,12,41
200,2000,3,11,42
200,2000,3,12,43
200,2000,3,11,44
200,2000,3,12,45
200,2000,3,11,46
200,2000,3,11,47
200,2000,3,11,48
200,2000,3,11,49
200,2000,3,11,4
200,2000,3,11,50
200,2000,3,11,5
200,2000,3,12,6
200,2000,3,12,7
200,2000,3,11,8
200,2000,3,11,9
200,2000,4,14,10
200,2000,4,13,11
200,2000,4,14,12
200,2000,4,13,13
200,2000,4,13,14
200,2000,4,14,15
200,2000,4,14,16
200,2000,4,13,17
200,2000,4,12,18
200,2000,4,13,19
200,2000,4,13,1
200,2000,4,13,20
200,2000,4,14,21
200,2000,4,14,22
200,2000,4,14,23
200,2000,4,12,24
200,2000,4,14,25
200,2000,4,13,26
200,2000,4,13,27
200,2000,4,14,28
200,2000,4,14,29
200,2000,4,13,2
200,2000,4,14,30
200,2000,4,13,31
200,2000,4,13,32
200,2000,4,14,33
200,2000,4,13,34
200,2000,4,14,35
200,2000,4,13,36
200,2000,4,13,37
200,2000,4,14,38
200,2000,4,13,39
200,2000,4,14,3
200,2000,4,13,40
200,2000,4,14,41
200,2000,4,13,42
200,2000,4,14,43
200,2000,4,13,44
200,2000,4,13,45
200,2000,4,14,46
200,2000,4,14,47
200,2000,4,14,48
200,2000,4,13,49
200,2000,4,13,4
200,2000,4,14,50
200,2000,4,14,5
200,2000,4,14,6
200,2000,4,13,7
200,2000,4,13,8
200,2000,4,13,9
200,2000,5,13,10
200,2000,5,13,11
200,2000,5,13,12
200,2000,5,13,13
200,2000,5,12,14
200,2000,5,14,15
200,2000,5,13,16
200,2000,5,14,17
200,2000,5,13,18
200,2000,5,12,19
200,2000,5,13,1
200,2000,5,14,20
200,2000,5,12,21
200,2000,5,13,22
200,2000,5,13,23
200,2000,5,14,24
200,2000,5,13,25
200,2000,5,14,26
200,2000,5,14,27
200,2000,5,14,28
200,2000,5,13,29
200,2000,5,13,2
200,2000,5,13,30
200,2000,5,12,31
200,2000,5,13,32
200,2000,5,13,33
200,2000,5,13,34
200,2000,5,14,35
200,2000,5,13,36
200,2000,5,13,37
200,2000,5,14,38
200,2000,5,13,39
200,2000,5,12,3
200,2000,5,14,40
200,2000,5,14,41
200,2000,5,14,42
200,2000,5,13,43
200,2000,5,13,44
200,2000,5,15,45
200,2000,5,13,46
200,2000,5,13,47
200,2000,5,13,48
200,2000,5,14,49
200,2000,5,13,4
200,2000,5,13,50
200,2000,5,14,5
200,2000,5,13,6
200,2000,5,13,7
200,2000,5,14,8
200,2000,5,13,9
200,2000,6,12,10
200,2000,6,12,11
200,2000,6,13,12
200,2000,6,12,13
200,2000,6,11,14
200,2000,6,12,15
200,2000,6,12,16
200,2000,6,12,17
200,2000,6,13,18
200,2000,6,12,19
200,2000,6,12,1
200,2000,6,13,20
200,2000,6,12,21
200,2000,6,12,22
200,2000,6,12,23
200,2000,6,11,24
200,2000,6,12,25
200,2000,6,13,26
200,2000,6,12,27
200,2000,6,13,28
200,2000,6,13,29
200,2000,6,12,2
200,2000,6,13,30
200,2000,6,12,31
200,2000,6,11,32
200,2000,6,11,33
200,2000,6,13,34
200,2000,6,12,35
200,2000,6,12,36
200,2000,6,12,37
200,2000,6,12,38
200,2000,6,11,39
200,2000,6,12,3
200,2000,6,13,40
200,2000,6,13,41
200,2000,6,12,42
200,2000,6,12,43
200,2000,6,13,44
200,2000,6,11,45
200,2000,6,12,46
200,2000,6,12,47
200,2000,6,11,48
200,2000,6,11,49
200,2000,6,11,4
200,2000,6,12,50
200,2000,6,12,5
200,2000,6,12,6
200,2000,6,13,7
200,2000,6,13,8
200,2000,6,12,9
200,600,3,20,10
200,600,3,21,11
200,600,3,21,12
200,600,3,21,13
200,600,3,21,14
200,600,3,21,15
200,600,3,21,16
200,600,3,22,17
200,600,3,20,18
200,600,3,22,19
200,600,3,22,1
200,600,3,20,20
200,600,3,21,21
200,600,3,20,22
200,600,3,20,23
200,600,3,22,24
200,600,3,22,25
200,600,3,22,26
200,600,3,20,27
200,600,3,20,28
200,600,3,20,29
200,600,3,20,2
200,600,3,22,30
200,600,3,21,31
200,600,3,21,32
200,600,3,21,33
200,600,3,20,34
200,600,3,20,35
200,600,3,20,36
200,600,3,22,37
200,600,3,22,38
200,600,3,21,39
200,600,3,20,3
200,600,3,21,40
200,600,3,19,41
200,600,3,22,42
200,600,3,21,43
200,600,3,20,44
200,600,3,20,45
200,600,3,21,46
200,600,3,21,47
200,600,3,21,48
200,600,3,22,49
200,600,3,22,4
200,600,3,21,50
200,600,3,21,5
200,600,3,21,6
200,600,3,22,7
200,600,3,19,8
200,600,3,20,9
200,600,4,22,10
200,600,4,21,11
200,600,4,21,12
200,600,4,22,13
200,600,4,21,14
200,600,4,22,15
200,600,4,22,16
200,600,4,22,17
200,600,4,23,18
200,600,4,22,19
200,600,4,23,1
200,600,4,22,20
200,600,4,22,21
200,600,4,21,22
200,600,4,21,23
200,600,4,22,24
200,600,4,22,25
200,600,4,22,26
200,600,4,22,27
200,600,4,22,28
200,600,4,20,29
200,600,4,22,2
200,600,4,22,30
200,600,4,21,31
200,600,4,21,32
200,600,4,23,33
200,600,4,21,34
200,600,4,22,35
200,600,4,22,36
200,600,4,21,37
200,600,4,21,38
200,600,4,23,39
200,600,4,23,3
200,600,4,20,40
200,600,4,22,41
200,600,4,22,42
200,600,4,21,43
200,600,4,22,44
200,600,4,21,45
200,600,4,21,46
200,600,4,22,47
200,600,4,22,48
200,600,4,22,49
200,600,4,21,4
200,600,4,22,50
200,600,4,21,5
200,600,4,21,6
200,600,4,21,7
200,600,4,22,8
200,600,4,22,9
200,600,5,20,10
200,600,5,20,11
200,600,5,21,12
200,600,5,21,13
200,600,5,20,14
200,600,5,21,15
200,600,5,19,16
200,600,5,20,17
200,600,5,21,18
200,600,5,20,19
200,600,5,20,1
200,600,5,21,20
200,600,5,20,21
200,600,5,20,22
200,600,5,21,23
200,600,5,21,24
200,600,5,21,25
200,600,5,21,26
200,600,5,22,27
200,600,5,20,28
200,600,5,20,29
200,600,5,20,2
200,600,5,21,30
200,600,5,20,31
200,600,5,20,32
200,600,5,20,33
200,600,5,20,34
200,600,5,20,35
200,600,5,21,36
200,600,5,21,37
200,600,5,21,38
200,600,5,20,39
200,600,5,20,3
200,600,5,20,40
200,600,5,21,41
200,600,5,21,42
200,600,5,20,43
200,600,5,21,44
200,600,5,20,45
200,600,5,20,46
200,600,5,21,47
200,600,5,20,48
200,600,5,19,49
200,600,5,20,4
200,600,5,20,50
200,600,5,21,5
200,600,5,20,6
200,600,5,21,7
200,600,5,21,8
200,600,5,21,9
200,600,6,17,10
200,600,6,18,11
200,600,6,19,12
200,600,6,18,13
200,600,6,19,14
200,600,6,17,15
200,600,6,18,16
200,600,6,19,17
200,600,6,19,18
200,600,6,18,19
200,600,6,19,1
200,600,6,18,20
200,600,6,17,21
200,600,6,19,22
200,600,6,17,23
200,600,6,19,24
200,600,6,19,25
200,600,6,18,26
200,600,6,18,27
200,600,6,19,28
200,600,6,17,29
200,600,6,17,2
200,600,6,18,30
200,600,6,18,31
200,600,6,18,32
200,600,6,18,33
200,600,6,18,34
200,600,6,19,35
200,600,6,19,36
200,600,6,18,37
200,600,6,17,38
200,600,6,19,39
200,600,6,19,3
200,600,6,19,40
200,600,6,18,41
200,600,6,18,42
200,600,6,19,43
200,600,6,17,44
200,600,6,18,45
200,600,6,18,46
200,600,6,18,47
200,600,6,18,48
200,600,6,18,49
200,600,6,18,4
200,600,6,19,50
200,600,6,19,5
200,600,6,18,6
200,600,6,17,7
200,600,6,18,8
200,600,6,19,9
2200,13200,3,177,10
2200,13200,3,177,11
2200,13200,3,178,12
2200,13200,3,180,13
2200,13200,3,180,14
2200,13200,3,178,15
2200,13200,3,178,16
2200,13200,3,180,17
2200,13200,3,179,18
2200,13200,3,179,19
2200,13200,3,176,1
2200,13200,3,179,20
2200,13200,3,182,21
2200,13200,3,175,22
2200,13200,3,178,23
2200,13200,3,180,24
2200,13200,3,177,25
2200,13200,3,177,26
2200,13200,3,177,27
2200,13200,3,178,28
2200,13200,3,178,29
2200,13200,3,179,2
2200,13200,3,179,30
2200,13200,3,179,31
2200,13200,3,179,32
2200,13200,3,178,33
2200,13200,3,180,34
2200,13200,3,177,35
2200,13200,3,177,36
2200,13200,3,178,37
2200,13200,3,179,38
2200,13200,3,181,39
2200,13200,3,179,3
2200,13200,3,179,40
2200,13200,3,179,41
2200,13200,3,178,42
2200,13200,3,178,43
2200,13200,3,179,44
2200,13200,3,180,45
2200,13200,3,179,46
2200,13200,3,178,47
2200,13200,3,178,48
2200,13200,3,180,49
2200,13200,3,180,4
2200,13200,3,178,50
2200,13200,3,180,5
2200,13200,3,178,6
2200,13200,3,176,7
2200,13200,3,179,8
2200,13200,3,179,9
2200,13200,4,204,10
2200,13200,4,203,11
2200,13200,4,204,12
2200,13200,4,205,13
2200,13200,4,205,14
2200,13200,4,206,15
2200,13200,4,206,16
2200,13200,4,205,17
2200,13200,4,208,18
2200,13200,4,207,19
2200,13200,4,203,1
2200,13200,4,203,20
2200,13200,4,205,21
2200,13200,4,205,22
2200,13200,4,204,23
2200,13200,4,204,24
2200,13200,4,207,25
2200,13200,4,206,26
2200,13200,4,206,27
2200,13200,4,203,28
2200,13200,4,205,29
2200,13200,4,204,2
2200,13200,4,205,30
2200,13200,4,206,31
2200,13200,4,205,32
2200,13200,4,204,33
2200,13200,4,205,34
2200,13200,4,204,35
2200,13200,4,204,36
2200,13200,4,206,37
2200,13200,4,203,38
2200,13200,4,206,39
2200,13200,4,206,3
2200,13200,4,205,40
2200,13200,4,205,41
2200,13200,4,205,42
2200,13200,4,205,43
2200,13200,4,205,44
2200,13200,4,205,45
2200,13200,4,205,46
2200,13200,4,204,47
2200,13200,4,204,48
2200,13200,4,203,49
2200,13200,4,204,4
2200,13200,4,206,50
2200,13200,4,204,5
2200,13200,4,203,6
2200,13200,4,205,7
2200,13200,4,205,8
2200,13200,4,205,9
2200,13200,5,203,10
2200,13200,5,202,11
2200,13200,5,202,12
2200,13200,5,203,13
2200,13200,5,201,14
2200,13200,5,203,15
2200,13200,5,203,16
2200,13200,5,201,17
2200,13200,5,202,18
2200,13200,5,201,19
2200,13200,5,201,1
2200,13200,5,202,20
2200,13200,5,203,21
2200,13200,5,203,22
2200,13200,5,202,23
2200,13200,5,201,24
2200,13200,5,202,25
2200,13200,5,203,26
2200,13200,5,204,27
2200,13200,5,202,28
2200,13200,5,201,29
2200,13200,5,201,2
2200,13200,5,202,30
2200,13200,5,202,31
2200,13200,5,200,32
2200,13200,5,203,33
2200,13200,5,203,34
2200,13200,5,202,35
2200,13200,5,202,36
2200,13200,5,203,37
2200,13200,5,203,38
2200,13200,5,202,39
2200,13200,5,202,3
2200,13200,5,203,40
2200,13200,5,203,41
2200,13200,5,200,42
2200,13200,5,200,43
2200,13200,5,202,44
2200,13200,5,203,45
2200,13200,5,202,46
2200,13200,5,202,47
2200,13200,5,203,48
2200,13200,5,203,49
2200,13200,5,202,4
2200,13200,5,202,50
2200,13200,5,202,5
2200,13200,5,200,6
2200,13200,5,202,7
2200,13200,5,202,8
2200,13200,5,201,9
2200,13200,6,194,10
2200,13200,6,192,11
2200,13200,6,193,12
2200,13200,6,193,13
2200,13200,6,191,14
2200,13200,6,190,15
2200,13200,6,194,16
2200,13200,6,191,17
2200,13200,6,191,18
2200,13200,6,193,19
2200,13200,6,191,1
2200,13200,6,191,20
2200,13200,6,192,21
2200,13200,6,192,22
2200,13200,6,190,23
2200,13200,6,192,24
2200,13200,6,192,25
2200,13200,6,193,26
2200,13200,6,192,27
2200,13200,6,192,28
2200,13200,6,192,29
2200,13200,6,193,2
2200,13200,6,191,30
2200,13200,6,193,31
2200,13200,6,191,32
2200,13200,6,192,33
2200,13200,6,192,34
2200,13200,6,194,35
2200,13200,6,193,36
2200,13200,6,192,37
2200,13200,6,195,38
2200,13200,6,192,39
2200,13200,6,192,3
2200,13200,6,192,40
2200,13200,6,193,41
2200,13200,6,192,42
2200,13200,6,191,43
2200,13200,6,190,44
2200,13200,6,190,45
2200,13200,6,192,46
2200,13200,6,193,47
2200,13200,6,193,48
2200,13200,6,192,49
2200,13200,6,191,4
2200,13200,6,192,50
2200,13200,6,192,5
2200,13200,6,191,6
2200,13200,6,192,7
2200,13200,6,191,8
2200,13200,6,192,9
2200,22000,3,143,10
2200,22000,3,144,11
2200,22000,3,142,12
2200,22000,3,140,13
2200,22000,3,141,14
2200,22000,3,143,15
2200,22000,3,143,16
2200,22000,3,140,17
2200,22000,3,143,18
2200,22000,3,142,19
2200,22000,3,141,1
2200,22000,3,144,20
2200,22000,3,142,21
2200,22000,3,140,22
2200,22000,3,143,23
2200,22000,3,142,24
2200,22000,3,139,25
2200,22000,3,145,26
2200,22000,3,143,27
2200,22000,3,141,28
2200,22000,3,142,29
2200,22000,3,143,2
2200,22000,3,141,30
2200,22000,3,143,31
2200,22000,3,142,32
2200,22000,3,140,33
2200,22000,3,143,34
2200,22000,3,143,35
2200,22000,3,141,36
2200,22000,3,140,37
2200,22000,3,142,38
2200,22000,3,143,39
2200,22000,3,141,3
2200,22000,3,144,40
2200,22000,3,140,41
2200,22000,3,142,42
2200,22000,3,142,43
2200,22000,3,140,44
2200,22000,3,142,45
2200,22000,3,142,46
2200,22000,3,142,47
2200,22000,3,141,48
2200,22000,3,144,49
2200,22000,3,143,4
2200,22000,3,142,50
2200,22000,3,142,5
2200,22000,3,142,6
2200,22000,3,142,7
2200,22000,3,144,8
2200,22000,3,141,9
2200,22000,4,170,10
2200,22000,4,173,11
2200,22000,4,171,12
2200,22000,4,173,13
2200,22000,4,172,14
2200,22000,4,172,15
2200,22000,4,172,16
2200,22000,4,173,17
2200,22000,4,173,18
2200,22000,4,171,19
2200,22000,4,174,1
2200,22000,4,172,20
2200,22000,4,172,21
2200,22000,4,173,22
2200,22000,4,172,23
2200,22000,4,172,24
2200,22000,4,172,25
2200,22000,4,172,26
2200,22000,4,173,27
2200,22000,4,174,28
2200,22000,4,173,29
2200,22000,4,171,2
2200,22000,4,174,30
2200,22000,4,173,31
2200,22000,4,173,32
2200,22000,4,173,33
2200,22000,4,171,34
2200,22000,4,173,35
2200,22000,4,171,36
2200,22000,4,173,37
2200,22000,4,172,38
2200,22000,4,173,39
2200,22000,4,173,3
2200,22000,4,172,40
2200,22000,4,172,41
2200,22000,4,171,42
2200,22000,4,172,43
2200,22000,4,174,44
2200,22000,4,173,45
2200,22000,4,171,46
2200,22000,4,174,47
2200,22000,4,172,48
2200,22000,4,172,49
2200,22000,4,174,4
2200,22000,4,173,50
2200,22000,4,172,5
2200,22000,4,172,6
2200,22000,4,172,7
2200,22000,4,174,8
2200,22000,4,173,9
2200,22000,5,177,10
2200,22000,5,175,11
2200,22000,5,176,12
2200,22000,5,174,13
2200,22000,5,174,14
2200,22000,5,173,15
2200,22000,5,175,16
2200,22000,5,175,17
2200,22000,5,174,18
2200,22000,5,175,19
2200,22000,5,175,1
2200,22000,5,173,20
2200,22000,5,174,21
2200,22000,5,175,22
2200,22000,5,175,23
2200,22000,5,174,24
2200,22000,5,175,25
2200,22000,5,174,26
2200,22000,5,174,27
2200,22000,5,174,28
2200,22000,5,175,29
2200,22000,5,175,2
2200,22000,5,174,30
2200,22000,5,175,31
2200,22000,5,176,32
2200,22000,5,175,33
2200,22000,5,174,34
2200,22000,5,176,35
2200,22000,5,174,36
2200,22000,5,175,37
2200,22000,5,175,38
2200,22000,5,174,39
2200,22000,5,174,3
2200,22000,5,176,40
2200,22000,5,176,41
2200,22000,5,175,42
2200,22000,5,175,43
2200,22000,5,174,44
2200,22000,5,175,45
2200,22000,5,174,46
2200,22000,5,173,47
2200,22000,5,173,48
2200,22000,5,176,49
2200,22000,5,176,4
2200,22000,5,173,50
2200,22000,5,176,5
2200,22000,5,175,6
2200,22000,5,175,7
2200,22000,5,175,8
2200,22000,5,174,9
2200,22000,6,168,10
2200,22000,6,167,11
2200,22000,6,169,12
2200,22000,6,168,13
2200,22000,6,169,14
2200,22000,6,167,15
2200,22000,6,168,16
2200,22000,6,168,17
2200,22000,6,169,18
2200,22000,6,169,19
2200,22000,6,168,1
2200,22000,6,167,20
2200,22000,6,168,21
2200,22000,6,167,22
2200,22000,6,169,23
2200,22000,6,169,24
2200,22000,6,169,25
2200,22000,6,170,26
2200,22000,6,168,27
2200,22000,6,168,28
2200,22000,6,170,29
2200,22000,6,169,2
2200,22000,6,169,30
2200,22000,6,167,31
2200,22000,6,169,32
2200,22000,6,167,33
2200,22000,6,169,34
2200,22000,6,169,35
2200,22000,6,168,36
2200,22000,6,168,37
2200,22000,6,169,38
2200,22000,6,168,39
2200,22000,6,168,3
2200,22000,6,168,40
2200,22000,6,168,41
2200,22000,6,168,42
2200,22000,6,167,43
2200,22000,6,169,44
2200,22000,6,169,45
2200,22000,6,167,46
2200,22000,6,169,47
2200,22000,6,167,48
2200,22000,6,169,49
2200,22000,6,166,4
2200,22000,6,169,50
2200,22000,6,169,5
2200,22000,6,168,6
2200,22000,6,170,7
2200,22000,6,170,8
2200,22000,6,170,9
2200,6600,3,252,10
2200,6600,3,249,11
2200,6600,3,252,12
2200,6600,3,254,13
2200,6600,3,248,14
2200,6600,3,252,15
2200,6600,3,248,16
2200,6600,3,249,17
2200,6600,3,253,18
2200,6600,3,253,19
2200,6600,3,251,1
2200,6600,3,247,20
2200,6600,3,251,21
2200,6600,3,252,22
2200,6600,3,249,23
2200,6600,3,250,24
2200,6600,3,251,25
2200,6600,3,250,26
2200,6600,3,252,27
2200,6600,3,252,28
2200,6600,3,250,29
2200,6600,3,250,2
2200,6600,3,253,30
2200,6600,3,252,31
2200,6600,3,253,32
2200,6600,3,251,33
2200,6600,3,251,34
2200,6600,3,251,35
2200,6600,3,252,36
2200,6600,3,254,37
2200,6600,3,251,38
2200,6600,3,251,39
2200,6600,3,250,3
2200,6600,3,249,40
2200,6600,3,250,41
2200,6600,3,250,42
2200,6600,3,255,43
2200,6600,3,249,44
2200,6600,3,252,45
2200,6600,3,251,46
2200,6600,3,253,47
2200,6600,3,253,48
2200,6600,3,253,49
2200,6600,3,250,4
2200,6600,3,251,50
2200,6600,3,250,5
2200,6600,3,251,6
2200,6600,3,248,7
2200,6600,3,251,8
2200,6600,3,252,9
2200,6600,4,267,10
2200,6600,4,270,11
2200,6600,4,267,12
2200,6600,4,265,13
2200,6600,4,266,14
2200,6600,4,267,15
2200,6600,4,267,16
2200,6600,4,265,17
2200,6600,4,267,18
2200,6600,4,267,19
2200,6600,4,268,1
2200,6600,4,266,20
2200,6600,4,265,21
2200,6600,4,267,22
2200,6600,4,267,23
2200,6600,4,266,24
2200,6600,4,266,25
2200,6600,4,267,26
2200,6600,4,268,27
2200,6600,4,268,28
2200,6600,4,264,29
2200,6600,4,268,2
2200,6600,4,269,30
2200,6600,4,266,31
2200,6600,4,266,32
2200,6600,4,266,33
2200,6600,4,268,34
2200,6600,4,264,35
2200,6600,4,266,36
2200,6600,4,267,37
2200,6600,4,265,38
2200,6600,4,267,39
2200,6600,4,265,3
2200,6600,4,266,40
2200,6600,4,265,41
2200,6600,4,267,42
2200,6600,4,265,43
2200,6600,4,268,44
2200,6600,4,267,45
2200,6600,4,267,46
2200,6600,4,270,47
2200,6600,4,266,48
2200,6600,4,267,49
2200,6600,4,267,4
2200,6600,4,266,50
2200,6600,4,266,5
2200,6600,4,267,6
2200,6600,4,267,7
2200,6600,4,269,8
2200,6600,4,267,9
2200,6600,5,254,10
2200,6600,5,255,11
2200,6600,5,255,12
2200,6600,5,256,13
2200,6600,5,254,14
2200,6600,5,251,15
2200,6600,5,253,16
2200,6600,5,254,17
2200,6600,5,254,18
2200,6600,5,254,19
2200,6600,5,253,1
2200,6600,5,252,20
2200,6600,5,253,21
2200,6600,5,253,22
2200,6600,5,254,23
2200,6600,5,253,24
2200,6600,5,253,25
2200,6600,5,254,26
2200,6600,5,256,27
2200,6600,5,252,28
2200,6600,5,253,29
2200,6600,5,251,2
2200,6600,5,253,30
2200,6600,5,253,31
2200,6600,5,254,32
