n,m,k,e,t
600,6000,5,45,22
600,6000,5,45,23
600,6000,5,45,24
600,6000,5,46,25
600,6000,5,46,26
600,6000,5,45,27
600,6000,5,44,28
600,6000,5,45,29
600,6000,5,45,2
600,6000,5,45,30
600,6000,5,46,31
600,6000,5,45,32
600,6000,5,45,33
600,6000,5,44,34
600,6000,5,47,35
600,6000,5,45,36
600,6000,5,46,37
600,6000,5,45,38
600,6000,5,46,39
600,6000,5,45,3
600,6000,5,45,40
600,6000,5,45,41
600,6000,5,46,42
600,6000,5,45,43
600,6000,5,46,44
600,6000,5,45,45
600,6000,5,45,46
600,6000,5,45,47
600,6000,5,45,48
600,6000,5,45,49
600,6000,5,44,4
600,6000,5,45,50
600,6000,5,45,5
600,6000,5,45,6
600,6000,5,45,7
600,6000,5,45,8
600,6000,5,47,9
600,6000,6,44,10
600,6000,6,43,11
600,6000,6,44,12
600,6000,6,43,13
600,6000,6,43,14
600,6000,6,42,15
600,6000,6,44,16
600,6000,6,44,17
600,6000,6,43,18
600,6000,6,45,19
600,6000,6,44,1
600,6000,6,44,20
600,6000,6,43,21
600,6000,6,44,22
600,6000,6,43,23
600,6000,6,43,24
600,6000,6,44,25
600,6000,6,43,26
600,6000,6,43,27
600,6000,6,42,28
600,6000,6,43,29
600,6000,6,44,2
600,6000,6,44,30
600,6000,6,43,31
600,6000,6,44,32
600,6000,6,44,33
600,6000,6,43,34
600,6000,6,43,35
600,6000,6,43,36
600,6000,6,43,37
600,6000,6,43,38
600,6000,6,44,39
600,6000,6,43,3
600,6000,6,44,40
600,6000,6,41,41
600,6000,6,41,42
600,6000,6,42,43
600,6000,6,44,44
600,6000,6,43,45
600,6000,6,43,46
600,6000,6,43,47
600,6000,6,43,48
600,6000,6,44,49
600,6000,6,45,4
600,6000,6,43,50
600,6000,6,43,5
600,6000,6,44,6
600,6000,6,43,7
600,6000,6,44,8
600,6000,6,43,9
800,2400,3,90,10
800,2400,3,90,11
800,2400,3,88,12
800,2400,3,89,13
800,2400,3,89,14
800,2400,3,89,15
800,2400,3,90,16
800,2400,3,89,17
800,2400,3,90,18
800,2400,3,90,19
800,2400,3,90,1
800,2400,3,89,20
800,2400,3,90,21
800,2400,3,88,22
800,2400,3,89,23
800,2400,3,89,24
800,2400,3,90,25
800,2400,3,87,26
800,2400,3,89,27
800,2400,3,89,28
800,2400,3,90,29
800,2400,3,91,2
800,2400,3,89,30
800,2400,3,89,31
800,2400,3,89,32
800,2400,3,92,33
800,2400,3,89,34
800,2400,3,90,35
800,2400,3,91,36
800,2400,3,91,37
800,2400,3,88,38
800,2400,3,88,39
800,2400,3,89,3
800,2400,3,90,40
800,2400,3,90,41
800,2400,3,90,42
800,2400,3,87,43
800,2400,3,89,44
800,2400,3,89,45
800,2400,3,90,46
800,2400,3,89,47
800,2400,3,89,48
800,2400,3,89,49
800,2400,3,90,4
800,2400,3,89,50
800,2400,3,90,5
800,2400,3,91,6
800,2400,3,90,7
800,2400,3,90,8
800,2400,3,90,9
800,2400,4,95,10
800,2400,4,95,11
800,2400,4,94,12
800,2400,4,96,13
800,2400,4,95,14
800,2400,4,95,15
800,2400,4,94,16
800,2400,4,95,17
800,2400,4,94,18
800,2400,4,95,19
800,2400,4,94,1
800,2400,4,95,20
800,2400,4,95,21
800,2400,4,95,22
800,2400,4,94,23
800,2400,4,96,24
800,2400,4,95,25
800,2400,4,97,26
800,2400,4,95,27
800,2400,4,96,28
800,2400,4,94,29
800,2400,4,95,2
800,2400,4,95,30
800,2400,4,96,31
800,2400,4,95,32
800,2400,4,94,33
800,2400,4,95,34
800,2400,4,96,35
800,2400,4,95,36
800,2400,4,94,37
800,2400,4,94,38
800,2400,4,96,39
800,2400,4,94,3
800,2400,4,93,40
800,2400,4,95,41
800,2400,4,94,42
800,2400,4,95,43
800,2400,4,97,44
800,2400,4,96,45
800,2400,4,95,46
800,2400,4,95,47
800,2400,4,95,48
800,2400,4,95,49
800,2400,4,96,4
800,2400,4,94,50
800,2400,4,95,5
800,2400,4,95,6
800,2400,4,94,7
800,2400,4,96,8
800,2400,4,95,9
800,2400,5,92,10
800,2400,5,90,11
800,2400,5,89,12
800,2400,5,89,13
800,2400,5,89,14
800,2400,5,90,15
800,2400,5,90,16
800,2400,5,90,17
800,2400,5,89,18
800,2400,5,90,19
800,2400,5,89,1
800,2400,5,89,20
800,2400,5,91,21
800,2400,5,92,22
800,2400,5,91,23
800,2400,5,89,24
800,2400,5,90,25
800,2400,5,91,26
800,2400,5,88,27
800,2400,5,88,28
800,2400,5,90,29
800,2400,5,89,2
800,2400,5,90,30
800,2400,5,89,31
800,2400,5,91,32
800,2400,5,89,33
800,2400,5,90,34
800,2400,5,90,35
800,2400,5,90,36
800,2400,5,90,37
800,2400,5,91,38
800,2400,5,90,39
800,2400,5,89,3
800,2400,5,90,40
800,2400,5,90,41
800,2400,5,88,42
800,2400,5,90,43
800,2400,5,90,44
800,2400,5,91,45
800,2400,5,91,46
800,2400,5,91,47
800,2400,5,89,48
800,2400,5,90,49
800,2400,5,91,4
800,2400,5,89,50
800,2400,5,89,5
800,2400,5,90,6
800,2400,5,89,7
800,2400,5,91,8
800,2400,5,89,9
800,2400,6,84,10
800,2400,6,84,11
800,2400,6,84,12
800,2400,6,82,13
800,2400,6,85,14
800,2400,6,84,15
800,2400,6,84,16
800,2400,6,82,17
800,2400,6,83,18
800,2400,6,83,19
800,2400,6,84,1
800,2400,6,83,20
800,2400,6,84,21
800,2400,6,84,22
800,2400,6,84,23
800,2400,6,81,24
800,2400,6,82,25
800,2400,6,83,26
800,2400,6,83,27
800,2400,6,83,28
800,2400,6,82,29
800,2400,6,81,2
800,2400,6,83,30
800,2400,6,83,31
800,2400,6,82,32
800,2400,6,82,33
800,2400,6,85,34
800,2400,6,84,35
800,2400,6,82,36
800,2400,6,83,37
800,2400,6,84,38
800,2400,6,83,39
800,2400,6,82,3
800,2400,6,83,40
800,2400,6,83,41
800,2400,6,82,42
800,2400,6,82,43
800,2400,6,84,44
800,2400,6,84,45
800,2400,6,84,46
800,2400,6,82,47
800,2400,6,83,48
800,2400,6,82,49
800,2400,6,84,4
800,2400,6,84,50
800,2400,6,84,5
800,2400,6,81,6
800,2400,6,83,7
800,2400,6,84,8
800,2400,6,82,9
800,4800,3,61,10
800,4800,3,62,11
800,4800,3,63,12
800,4800,3,64,13
800,4800,3,63,14
800,4800,3,63,15
800,4800,3,63,16
800,4800,3,63,17
800,4800,3,63,18
800,4800,3,64,19
800,4800,3,63,1
800,4800,3,63,20
800,4800,3,63,21
800,4800,3,62,22
800,4800,3,65,23
800,4800,3,63,24
800,4800,3,63,25
800,4800,3,63,26
800,4800,3,63,27
800,4800,3,63,28
800,4800,3,64,29
800,4800,3,61,2
800,4800,3,63,30
800,4800,3,62,31
800,4800,3,62,32
800,4800,3,63,33
800,4800,3,63,34
800,4800,3,64,35
800,4800,3,64,36
800,4800,3,62,37
800,4800,3,64,38
800,4800,3,63,39
800,4800,3,63,3
800,4800,3,64,40
800,4800,3,63,41
800,4800,3,62,42
800,4800,3,62,43
800,4800,3,63,44
800,4800,3,63,45
800,4800,3,64,46
800,4800,3,64,47
800,4800,3,64,48
800,4800,3,63,49
800,4800,3,63,4
800,4800,3,64,50
800,4800,3,63,5
800,4800,3,62,6
800,4800,3,64,7
800,4800,3,63,8
800,4800,3,64,9
800,4800,4,73,10
800,4800,4,72,11
800,4800,4,74,12
800,4800,4,74,13
800,4800,4,73,14
800,4800,4,74,15
800,4800,4,73,16
800,4800,4,71,17
800,4800,4,73,18
800,4800,4,72,19
800,4800,4,71,1
800,4800,4,74,20
800,4800,4,73,21
800,4800,4,72,22
800,4800,4,73,23
800,4800,4,72,24
800,4800,4,72,25
800,4800,4,73,26
800,4800,4,74,27
800,4800,4,72,28
800,4800,4,72,29
800,4800,4,72,2
800,4800,4,72,30
800,4800,4,72,31
800,4800,4,74,32
800,4800,4,72,33
800,4800,4,72,34
800,4800,4,73,35
800,4800,4,72,36
800,4800,4,73,37
800,4800,4,74,38
800,4800,4,73,39
800,4800,4,74,3
800,4800,4,73,40
800,4800,4,74,41
800,4800,4,71,42
800,4800,4,72,43
800,4800,4,73,44
800,4800,4,73,45
800,4800,4,74,46
800,4800,4,73,47
800,4800,4,73,48
800,4800,4,73,49
800,4800,4,74,4
800,4800,4,73,50
800,4800,4,73,5
800,4800,4,73,6
800,4800,4,72,7
800,4800,4,72,8
800,4800,4,72,9
800,4800,5,71,10
800,4800,5,72,11
800,4800,5,71,12
800,4800,5,70,13
800,4800,5,73,14
800,4800,5,72,15
800,4800,5,71,16
800,4800,5,72,17
800,4800,5,71,18
800,4800,5,71,19
800,4800,5,72,1
800,4800,5,71,20
800,4800,5,70,21
800,4800,5,72,22
800,4800,5,72,23
800,4800,5,73,24
800,4800,5,71,25
800,4800,5,72,26
800,4800,5,71,27
800,4800,5,72,28
800,4800,5,72,29
800,4800,5,72,2
800,4800,5,72,30
800,4800,5,73,31
800,4800,5,70,32
800,4800,5,72,33
800,4800,5,73,34
800,4800,5,72,35
800,4800,5,72,36
800,4800,5,72,37
800,4800,5,71,38
800,4800,5,71,39
800,4800,5,72,3
800,4800,5,72,40
800,4800,5,71,41
800,4800,5,73,42
800,4800,5,72,43
800,4800,5,71,44
800,4800,5,71,45
800,4800,5,71,46
800,4800,5,71,47
800,4800,5,72,48
800,4800,5,71,49
800,4800,5,72,4
800,4800,5,72,50
800,4800,5,72,5
800,4800,5,72,6
800,4800,5,71,7
800,4800,5,72,8
800,4800,5,72,9
800,4800,6,67,10
800,4800,6,68,11
800,4800,6,68,12
800,4800,6,67,13
800,4800,6,67,14
800,4800,6,67,15
800,4800,6,68,16
800,4800,6,69,17
800,4800,6,67,18
800,4800,6,67,19
800,4800,6,68,1
800,4800,6,67,20
800,4800,6,67,21
800,4800,6,68,22
800,4800,6,66,23
800,4800,6,68,24
800,4800,6,68,25
800,4800,6,68,26
800,4800,6,68,27
800,4800,6,68,28
800,4800,6,66,29
800,4800,6,67,2
800,4800,6,67,30
800,4800,6,68,31
800,4800,6,67,32
800,4800,6,67,33
800,4800,6,68,34
800,4800,6,68,35
800,4800,6,66,36
800,4800,6,69,37
800,4800,6,66,38
800,4800,6,67,39
800,4800,6,69,3
800,4800,6,68,40
800,4800,6,67,41
800,4800,6,67,42
800,4800,6,66,43
800,4800,6,68,44
800,4800,6,67,45
800,4800,6,68,46
800,4800,6,68,47
800,4800,6,66,48
800,4800,6,67,49
800,4800,6,67,4
800,4800,6,65,50
800,4800,6,68,5
800,4800,6,68,6
800,4800,6,68,7
800,4800,6,67,8
800,4800,6,67,9
800,8000,3,50,10
800,8000,3,49,11
800,8000,3,51,12
800,8000,3,51,13
800,8000,3,49,14
800,8000,3,50,15
800,8000,3,50,16
800,8000,3,49,17
800,8000,3,51,18
800,8000,3,49,19
800,8000,3,50,1
800,8000,3,51,20
800,8000,3,51,21
800,8000,3,51,22
800,8000,3,51,23
800,8000,3,50,24
800,8000,3,49,25
800,8000,3,50,26
800,8000,3,51,27
800,8000,3,50,28
800,8000,3,50,29
800,8000,3,51,2
800,8000,3,49,30
800,8000,3,50,31
800,8000,3,50,32
800,8000,3,49,33
800,8000,3,50,34
800,8000,3,50,35
800,8000,3,50,36
800,8000,3,49,37
800,8000,3,50,38
800,8000,3,51,39
800,8000,3,50,3
800,8000,3,49,40
800,8000,3,49,41
800,8000,3,50,42
800,8000,3,50,43
800,8000,3,51,44
800,8000,3,51,45
800,8000,3,50,46
800,8000,3,50,47
800,8000,3,50,48
800,8000,3,50,49
800,8000,3,49,4
800,8000,3,50,50
800,8000,3,50,5
800,8000,3,50,6
800,8000,3,51,7
800,8000,3,50,8
800,8000,3,49,9
800,8000,4,61,10
800,8000,4,61,11
800,8000,4,61,12
800,8000,4,60,13
800,8000,4,61,14
800,8000,4,60,15
800,8000,4,61,16
800,8000,4,61,17
800,8000,4,61,18
800,8000,4,62,19
800,8000,4,61,1
800,8000,4,61,20
800,8000,4,61,21
800,8000,4,61,22
800,8000,4,61,23
800,8000,4,61,24
800,8000,4,61,25
800,8000,4,62,26
800,8000,4,60,27
800,8000,4,62,28
800,8000,4,61,29
800,8000,4,61,2
800,8000,4,61,30
800,8000,4,61,31
800,8000,4,61,32
800,8000,4,61,33
800,8000,4,61,34
800,8000,4,62,35
800,8000,4,61,36
800,8000,4,61,37
800,8000,4,62,38
800,8000,4,61,39
800,8000,4,60,3
800,8000,4,61,40
800,8000,4,62,41
800,8000,4,60,42
800,8000,4,62,43
800,8000,4,61,44
800,8000,4,60,45
800,8000,4,61,46
800,8000,4,60,47
800,8000,4,60,48
800,8000,4,62,49
800,8000,4,60,4
800,8000,4,62,50
800,8000,4,60,5
800,8000,4,61,6
800,8000,4,60,7
800,8000,4,61,8
800,8000,4,61,9
800,8000,5,61,10
800,8000,5,62,11
800,8000,5,62,12
800,8000,5,61,13
800,8000,5,61,14
800,8000,5,61,15
800,8000,5,61,16
800,8000,5,62,17
800,8000,5,63,18
800,8000,5,62,19
800,8000,5,62,1
800,8000,5,62,20
800,8000,5,61,21
800,8000,5,62,22
800,8000,5,62,23
800,8000,5,61,24
800,8000,5,61,25
800,8000,5,62,26
800,8000,5,62,27
800,8000,5,62,28
800,8000,5,62,29
800,8000,5,61,2
800,8000,5,61,30
800,8000,5,62,31
800,8000,5,61,32
800,8000,5,62,33
800,8000,5,61,34
800,8000,5,62,35
800,8000,5,61,36
800,8000,5,62,37
800,8000,5,61,38
800,8000,5,61,39
800,8000,5,61,3
800,8000,5,62,40
800,8000,5,61,41
800,8000,5,62,42
800,8000,5,61,43
800,8000,5,62,44
800,8000,5,62,45
800,8000,5,62,46
800,8000,5,61,47
800,8000,5,61,48
800,8000,5,62,49
800,8000,5,61,4
800,8000,5,62,50
800,8000,5,63,5
800,8000,5,62,6
800,8000,5,61,7
800,8000,5,60,8
800,8000,5,63,9
800,8000,6,59,10
800,8000,6,60,11
800,8000,6,59,12
800,8000,6,60,13
800,8000,6,59,14
800,8000,6,59,15
800,8000,6,58,16
800,8000,6,58,17
800,8000,6,59,18
800,8000,6,59,19
800,8000,6,59,1
800,8000,6,57,20
800,8000,6,58,21
800,8000,6,59,22
800,8000,6,59,23
800,8000,6,60,24
800,8000,6,59,25
800,8000,6,58,26
800,8000,6,59,27
800,8000,6,59,28
800,8000,6,59,29
800,8000,6,59,2
800,8000,6,59,30
800,8000,6,59,31
800,8000,6,58,32
800,8000,6,58,33
800,8000,6,58,34
800,8000,6,59,35
800,8000,6,59,36
800,8000,6,60,37
800,8000,6,59,38
800,8000,6,58,39
800,8000,6,58,3
800,8000,6,59,40
800,8000,6,59,41
800,8000,6,60,42
800,8000,6,59,43
800,8000,6,59,44
800,8000,6,58,45
800,8000,6,60,46
800,8000,6,59,47
800,8000,6,60,48
800,8000,6,58,49
800,8000,6,58,4
800,8000,6,60,50
800,8000,6,59,5
800,8000,6,58,6
800,8000,6,59,7
800,8000,6,59,8
800,8000,6,59,9
